ROUTE_NUMBER,ID_VEHICLE,STOP_TIME_REAL,ID_STOP,STOP_NUMBER,ID_DIRECTION,CARRIER_BOARD_NUM
1,0,2019-09-10 12:40,2781,29,1,2479
1,0,2019-09-10 12:42,4056,30,1,2479
1,0,2019-09-10 12:47,3950,31,1,2479
1,0,2019-09-09 11:31,2246,1,1,2497
1,0,2019-09-09 11:33,2424,2,1,2497
1,0,2019-09-09 11:34,2096,3,1,2497
1,0,2019-09-09 11:35,20878,4,1,2497
1,0,2019-09-09 08:34,27115,14,1,2497
1,0,2019-09-09 08:37,1286,15,1,2497
1,0,2019-09-09 08:40,1329,16,1,2497
1,0,2019-09-09 08:45,3248,17,1,2497
1,0,2019-09-09 08:48,1569,18,1,2497
1,0,2019-09-09 08:53,2254,19,1,2497
1,0,2019-09-09 08:56,1775,20,1,2497
1,0,2019-09-09 08:59,2106,21,1,2497
1,0,-,2264,22,1,2497
1,0,2019-09-10 07:15,24237,36,2,2479
1,0,2019-09-10 07:16,22165,37,2,2479
1,0,2019-09-09 06:16,3294,1,2,2497
1,0,2019-09-09 06:18,4492,2,2,2497
1,0,2019-09-09 06:21,1574,3,2,2497
1,0,2019-09-09 06:23,3348,4,2,2497
1,0,2019-09-09 06:24,2394,5,2,2497
1,0,2019-09-09 06:25,4493,6,2,2497
1,0,2019-09-09 06:27,3275,7,2,2497
1,0,2019-09-09 06:29,1757,8,2,2497
1,0,2019-09-09 06:32,2598,9,2,2497
1,0,2019-09-09 06:33,3446,10,2,2497
1,0,2019-09-09 11:37,2278,5,1,2497
1,0,2019-09-09 11:40,1672,6,1,2497
1,0,2019-09-09 11:41,4489,7,1,2497
1,0,2019-09-10 05:19,4489,7,1,2479
1,0,2019-09-10 05:19,2054,8,1,2479
1,0,-,1391,23,1,2497
1,0,-,18086,24,1,2497
1,0,2019-09-09 09:07,4491,25,1,2497
1,0,2019-09-09 09:09,2087,26,1,2497
1,0,2019-09-09 09:11,2312,27,1,2497
1,0,2019-09-09 09:13,2162,28,1,2497
1,0,-,2781,29,1,2497
1,0,2019-09-09 09:19,4056,30,1,2497
1,0,2019-09-09 09:22,3950,31,1,2497
1,0,2019-09-09 06:35,3296,11,2,2497
1,0,2019-09-09 06:38,2965,12,2,2497
1,0,2019-09-09 06:40,3436,13,2,2497
1,0,2019-09-09 06:42,3290,14,2,2497
1,0,-,27086,15,2,2497
1,0,-,2776,16,2,2497
1,0,2019-09-09 06:46,2059,17,2,2497
1,0,2019-09-09 06:48,4494,18,2,2497
1,0,2019-09-09 06:51,2596,19,2,2497
1,0,2019-09-09 06:53,2497,20,2,2497
1,0,2019-09-09 06:54,2500,21,2,2497
1,0,2019-09-09 06:55,27223,22,2,2497
1,0,2019-09-09 06:56,2668,23,2,2497
1,0,2019-09-09 06:58,20615,24,2,2497
1,0,2019-09-09 07:01,2508,25,2,2497
1,0,2019-09-10 09:13,2162,28,1,2479
1,0,-,4490,9,1,2479
1,0,2019-09-10 05:22,1434,10,1,2479
1,0,2019-09-10 05:23,24986,11,1,2479
1,0,2019-09-09 11:43,2054,8,1,2497
1,0,2019-09-09 11:46,4490,9,1,2497
1,0,2019-09-09 11:47,1434,10,1,2497
1,0,2019-09-09 11:48,24986,11,1,2497
1,0,2019-09-09 11:50,2514,12,1,2497
1,0,2019-09-09 11:53,27114,13,1,2497
1,0,2019-09-09 11:54,27115,14,1,2497
1,0,2019-09-10 09:15,2781,29,1,2479
1,0,2019-09-10 09:18,4056,30,1,2479
1,0,2019-09-10 05:25,2514,12,1,2479
1,0,2019-09-09 07:02,4522,26,2,2497
1,0,2019-09-09 07:05,2692,27,2,2497
1,0,2019-09-10 11:51,2424,2,1,2282
1,0,2019-09-10 11:52,2096,3,1,2282
1,0,2019-09-10 11:53,20878,4,1,2282
1,0,2019-09-10 11:55,2278,5,1,2282
1,0,2019-09-10 11:57,1672,6,1,2282
1,0,2019-09-10 11:59,4489,7,1,2282
1,0,2019-09-10 12:33,1775,20,1,2282
1,0,2019-09-10 12:37,2106,21,1,2282
1,0,2019-09-10 12:38,19096,22,1,2282
1,0,2019-09-10 12:41,19097,23,1,2282
1,0,2019-09-10 12:44,18086,24,1,2282
1,0,2019-09-10 12:47,4491,25,1,2282
1,0,2019-09-10 12:48,2087,26,1,2282
1,0,2019-09-10 12:52,2312,27,1,2282
1,0,2019-09-10 12:53,2162,28,1,2282
1,0,2019-09-10 12:55,2781,29,1,2282
1,0,2019-09-10 12:59,4056,30,1,2282
1,0,2019-09-10 13:05,3950,31,1,2282
1,0,2019-09-09 11:12,4522,26,2,2233
1,0,2019-09-09 11:14,2692,27,2,2233
1,0,2019-09-09 11:15,2645,28,2,2233
1,0,2019-09-09 11:18,3244,29,2,2233
1,0,2019-09-09 11:19,3638,30,2,2233
1,0,2019-09-09 11:21,2662,31,2,2233
1,0,2019-09-09 11:22,2875,32,2,2233
1,0,2019-09-09 11:24,3465,33,2,2233
1,0,2019-09-09 11:27,3285,34,2,2233
1,0,2019-09-09 11:28,3605,35,2,2233
1,0,2019-09-09 11:29,24237,36,2,2233
1,0,2019-09-09 11:29,22165,37,2,2233
1,0,2019-09-09 17:28,22165,37,2,2233
1,0,2019-09-10 13:07,3294,1,2,2282
1,0,2019-09-10 13:09,4492,2,2,2282
1,0,2019-09-10 13:15,1574,3,2,2282
1,0,2019-09-10 13:16,3348,4,2,2282
1,0,2019-09-10 13:17,2394,5,2,2282
1,0,2019-09-10 13:18,4493,6,2,2282
1,0,2019-09-10 13:21,3275,7,2,2282
1,0,2019-09-10 13:23,1757,8,2,2282
1,0,2019-09-10 13:26,2598,9,2,2282
1,0,2019-09-10 13:28,3446,10,2,2282
1,0,2019-09-10 13:31,3296,11,2,2282
1,0,2019-09-10 13:34,2965,12,2,2282
1,0,2019-09-10 13:36,3436,13,2,2282
1,0,2019-09-10 13:38,3290,14,2,2282
1,0,2019-09-10 13:40,27086,15,2,2282
1,0,2019-09-10 13:41,2776,16,2,2282
1,0,2019-09-10 13:42,2059,17,2,2282
1,0,2019-09-10 13:44,4494,18,2,2282
1,0,2019-09-10 13:48,2596,19,2,2282
1,0,2019-09-10 13:49,2497,20,2,2282
1,0,2019-09-10 13:50,2500,21,2,2282
1,0,2019-09-10 13:51,27223,22,2,2282
1,0,2019-09-10 13:52,2668,23,2,2282
1,0,2019-09-10 13:54,20615,24,2,2282
1,0,2019-09-10 13:55,2508,25,2,2282
1,0,2019-09-10 13:58,4522,26,2,2282
1,0,2019-09-10 14:01,2692,27,2,2282
1,0,2019-09-10 14:02,2645,28,2,2282
1,0,2019-09-10 14:04,3244,29,2,2282
1,0,2019-09-10 14:05,3638,30,2,2282
1,0,2019-09-10 14:07,2662,31,2,2282
1,0,2019-09-10 14:09,2875,32,2,2282
1,0,2019-09-10 14:11,3465,33,2,2282
1,0,2019-09-10 14:14,3285,34,2,2282
1,0,2019-09-10 14:15,3605,35,2,2282
1,0,2019-09-10 14:16,24237,36,2,2282
1,0,2019-09-10 14:17,22165,37,2,2282
1,0,2019-09-09 16:56,2497,20,2,2233
1,0,2019-09-09 16:57,2500,21,2,2233
1,0,2019-09-09 16:59,27223,22,2,2233
1,0,2019-09-09 17:00,2668,23,2,2233
1,0,-,20615,24,2,2233
1,0,2019-09-09 17:04,2508,25,2,2233
1,0,2019-09-09 17:06,4522,26,2,2233
1,0,2019-09-09 17:09,2692,27,2,2233
1,0,2019-09-09 17:10,2645,28,2,2233
1,0,2019-09-09 17:13,3244,29,2,2233
1,0,2019-09-09 17:14,3638,30,2,2233
1,0,2019-09-09 17:16,2662,31,2,2233
1,0,2019-09-09 17:18,2875,32,2,2233
1,0,2019-09-09 17:20,3465,33,2,2233
1,0,2019-09-09 17:23,3285,34,2,2233
1,0,2019-09-09 17:24,3605,35,2,2233
1,0,2019-09-09 17:27,24237,36,2,2233
1,0,2019-09-09 13:53,27223,22,2,2233
1,0,2019-09-09 13:54,2668,23,2,2233
1,0,2019-09-09 13:56,20615,24,2,2233
1,0,2019-09-09 13:58,2508,25,2,2233
1,0,2019-09-09 14:01,4522,26,2,2233
1,0,2019-09-09 14:04,2692,27,2,2233
1,0,2019-09-09 14:05,2645,28,2,2233
1,0,2019-09-09 14:08,3244,29,2,2233
1,0,2019-09-09 14:10,3638,30,2,2233
1,0,2019-09-09 14:12,2662,31,2,2233
1,0,2019-09-09 14:13,2875,32,2,2233
1,0,2019-09-09 14:15,3465,33,2,2233
1,0,2019-09-09 14:18,3285,34,2,2233
1,0,2019-09-09 14:19,3605,35,2,2233
1,0,2019-09-09 14:22,24237,36,2,2233
1,0,2019-09-09 14:22,22165,37,2,2233
1,0,2019-09-09 16:15,3294,1,2,2233
1,0,2019-09-09 16:16,4492,2,2,2233
1,0,2019-09-09 16:18,1574,3,2,2233
1,0,2019-09-09 16:20,3348,4,2,2233
1,0,2019-09-09 16:21,2394,5,2,2233
1,0,2019-09-09 16:22,4493,6,2,2233
1,0,2019-09-09 16:24,3275,7,2,2233
1,0,2019-09-09 16:26,1757,8,2,2233
1,0,2019-09-09 16:29,2598,9,2,2233
1,0,2019-09-09 16:31,3446,10,2,2233
1,0,2019-09-09 16:34,3296,11,2,2233
1,0,2019-09-09 16:38,2965,12,2,2233
1,0,2019-09-09 16:40,3436,13,2,2233
1,0,2019-09-09 16:42,3290,14,2,2233
1,0,-,27086,15,2,2233
1,0,2019-09-09 16:47,2776,16,2,2233
1,0,2019-09-09 16:48,2059,17,2,2233
1,0,2019-09-09 16:50,4494,18,2,2233
1,0,2019-09-09 16:53,2596,19,2,2233
1,0,2019-09-09 10:00,3294,1,2,2233
1,0,2019-09-09 10:04,4492,2,2,2233
1,0,2019-09-09 10:11,1574,3,2,2233
1,0,2019-09-10 08:57,27114,13,1,2282
1,0,2019-09-10 08:58,27115,14,1,2282
1,0,2019-09-10 09:02,1286,15,1,2282
1,0,2019-09-10 09:04,1329,16,1,2282
1,0,2019-09-10 09:06,3248,17,1,2282
1,0,-,1569,18,1,2282
1,0,2019-09-10 09:15,2254,19,1,2282
1,0,2019-09-10 09:19,1775,20,1,2282
1,0,2019-09-10 09:21,2106,21,1,2282
1,0,2019-09-10 09:22,19096,22,1,2282
1,0,2019-09-10 09:25,19097,23,1,2282
1,0,2019-09-09 10:13,3348,4,2,2233
1,0,2019-09-09 10:19,2394,5,2,2233
1,0,2019-09-09 10:23,4493,6,2,2233
1,0,2019-09-09 10:30,3275,7,2,2233
1,0,2019-09-09 10:34,1757,8,2,2233
1,0,2019-09-09 10:36,2598,9,2,2233
1,0,2019-09-09 10:38,3446,10,2,2233
1,0,2019-09-09 10:42,3296,11,2,2233
1,0,2019-09-09 10:44,2965,12,2,2233
1,0,2019-09-09 10:47,3436,13,2,2233
1,0,2019-09-09 10:49,3290,14,2,2233
1,0,2019-09-09 10:52,27086,15,2,2233
1,0,2019-09-09 10:53,2776,16,2,2233
1,0,2019-09-09 10:54,2059,17,2,2233
1,0,2019-09-09 10:57,4494,18,2,2233
1,0,2019-09-09 11:00,2596,19,2,2233
1,0,2019-09-09 11:02,2497,20,2,2233
1,0,2019-09-10 09:29,18086,24,1,2282
1,0,2019-09-10 09:30,4491,25,1,2282
1,0,2019-09-10 09:33,2087,26,1,2282
1,0,2019-09-10 09:36,2312,27,1,2282
1,0,2019-09-10 09:37,2162,28,1,2282
1,0,2019-09-10 09:39,2781,29,1,2282
1,0,2019-09-10 09:42,4056,30,1,2282
1,0,2019-09-10 09:46,3950,31,1,2282
1,0,2019-09-09 11:04,2500,21,2,2233
1,0,2019-09-09 11:05,27223,22,2,2233
1,0,2019-09-09 11:06,2668,23,2,2233
1,0,2019-09-09 11:08,20615,24,2,2233
1,0,2019-09-09 11:10,2508,25,2,2233
1,0,2019-09-10 12:00,2054,8,1,2282
1,0,-,4490,9,1,2282
1,0,2019-09-10 12:03,1434,10,1,2282
1,0,2019-09-10 12:04,24986,11,1,2282
1,0,2019-09-10 12:07,2514,12,1,2282
1,0,2019-09-10 12:11,27114,13,1,2282
1,0,2019-09-10 12:12,27115,14,1,2282
1,0,2019-09-10 12:15,1286,15,1,2282
1,0,2019-09-10 12:17,1329,16,1,2282
1,0,2019-09-10 12:20,3248,17,1,2282
1,0,-,1569,18,1,2282
1,0,2019-09-10 12:29,2254,19,1,2282
1,0,2019-09-10 14:56,2246,1,1,2282
1,0,2019-09-10 14:58,2424,2,1,2282
1,0,2019-09-10 14:59,2096,3,1,2282
1,0,2019-09-10 15:00,20878,4,1,2282
1,0,2019-09-10 15:02,2278,5,1,2282
1,0,2019-09-09 11:55,2246,1,1,2233
1,0,2019-09-09 11:56,2424,2,1,2233
1,0,2019-09-09 11:57,2096,3,1,2233
1,0,2019-09-09 11:59,20878,4,1,2233
1,0,2019-09-09 12:01,2278,5,1,2233
1,0,2019-09-09 12:04,1672,6,1,2233
1,0,2019-09-09 12:05,4489,7,1,2233
1,0,2019-09-09 12:07,2054,8,1,2233
1,0,2019-09-09 12:10,4490,9,1,2233
1,0,2019-09-09 12:10,1434,10,1,2233
1,0,2019-09-09 12:12,24986,11,1,2233
1,0,2019-09-09 12:15,2514,12,1,2233
1,0,2019-09-09 12:18,27114,13,1,2233
1,0,2019-09-09 12:19,27115,14,1,2233
1,0,2019-09-09 12:23,1286,15,1,2233
1,0,2019-09-09 12:27,1329,16,1,2233
1,0,2019-09-09 12:31,3248,17,1,2233
1,0,2019-09-09 12:33,1569,18,1,2233
1,0,2019-09-09 12:37,2254,19,1,2233
1,0,2019-09-09 12:39,1775,20,1,2233
1,0,2019-09-09 12:42,2106,21,1,2233
1,0,2019-09-09 12:44,19096,22,1,2233
1,0,2019-09-09 12:46,19097,23,1,2233
1,0,2019-09-09 12:49,18086,24,1,2233
1,0,2019-09-09 12:51,4491,25,1,2233
1,0,2019-09-09 12:54,2087,26,1,2233
1,0,2019-09-09 12:58,2312,27,1,2233
1,0,-,2162,28,1,2233
1,0,2019-09-09 13:02,2781,29,1,2233
1,0,2019-09-09 13:05,4056,30,1,2233
1,0,2019-09-09 13:07,3950,31,1,2233
1,0,2019-09-10 15:05,1672,6,1,2282
1,0,2019-09-10 15:06,4489,7,1,2282
1,0,2019-09-10 15:07,2054,8,1,2282
1,0,2019-09-10 15:10,4490,9,1,2282
1,0,2019-09-10 15:11,1434,10,1,2282
1,0,-,24986,11,1,2282
1,0,2019-09-10 15:17,2514,12,1,2282
1,0,2019-09-10 15:20,27114,13,1,2282
1,0,2019-09-10 15:21,27115,14,1,2282
1,0,2019-09-10 15:25,1286,15,1,2282
1,0,2019-09-10 15:28,1329,16,1,2282
1,0,2019-09-10 15:33,3248,17,1,2282
1,0,-,1569,18,1,2282
1,0,2019-09-10 15:42,2254,19,1,2282
1,0,2019-09-10 15:45,1775,20,1,2282
1,0,2019-09-10 15:49,2106,21,1,2282
1,0,-,19096,22,1,2282
1,0,-,19097,23,1,2282
1,0,-,18086,24,1,2282
1,0,-,4491,25,1,2282
1,0,-,2087,26,1,2282
1,0,-,2312,27,1,2282
1,0,2019-09-09 07:06,2645,28,2,2497
1,0,2019-09-09 07:08,3244,29,2,2497
1,0,2019-09-09 07:09,3638,30,2,2497
1,0,2019-09-09 07:11,2662,31,2,2497
1,0,2019-09-09 07:12,2875,32,2,2497
1,0,2019-09-09 07:14,3465,33,2,2497
1,0,2019-09-09 07:16,3285,34,2,2497
1,0,2019-09-09 07:17,3605,35,2,2497
1,0,2019-09-09 07:19,24237,36,2,2497
1,0,2019-09-09 11:56,1286,15,1,2497
1,0,2019-09-09 11:59,1329,16,1,2497
1,0,2019-09-09 12:02,3248,17,1,2497
1,0,-,1569,18,1,2497
1,0,2019-09-09 12:11,2254,19,1,2497
1,0,2019-09-09 12:14,1775,20,1,2497
1,0,2019-09-09 12:17,2106,21,1,2497
1,0,-,19096,22,1,2497
1,0,2019-09-09 12:22,19097,23,1,2497
1,0,2019-09-09 12:26,18086,24,1,2497
1,0,2019-09-09 12:28,4491,25,1,2497
1,0,2019-09-09 12:30,2087,26,1,2497
1,0,2019-09-09 12:32,2312,27,1,2497
1,0,2019-09-09 12:33,2162,28,1,2497
1,0,2019-09-09 12:36,2781,29,1,2497
1,0,2019-09-09 12:39,4056,30,1,2497
1,0,2019-09-09 12:43,3950,31,1,2497
1,0,2019-09-10 09:20,3950,31,1,2479
1,0,2019-09-09 08:08,2246,1,1,2497
1,0,2019-09-09 08:10,2424,2,1,2497
1,0,2019-09-09 08:12,2096,3,1,2497
1,0,2019-09-09 08:13,20878,4,1,2497
1,0,2019-09-09 08:15,2278,5,1,2497
1,0,2019-09-09 08:17,1672,6,1,2497
1,0,2019-09-09 08:19,4489,7,1,2497
1,0,2019-09-09 08:21,2054,8,1,2497
1,0,-,4490,9,1,2497
1,0,2019-09-09 08:24,1434,10,1,2497
1,0,2019-09-09 08:26,24986,11,1,2497
1,0,2019-09-09 08:29,2514,12,1,2497
1,0,2019-09-10 11:41,2054,8,1,2479
1,0,2019-09-10 11:43,4490,9,1,2479
1,0,2019-09-10 11:44,1434,10,1,2479
1,0,2019-09-10 11:45,24986,11,1,2479
1,0,2019-09-10 11:48,2514,12,1,2479
1,0,2019-09-10 11:51,27114,13,1,2479
1,0,2019-09-10 11:52,27115,14,1,2479
1,0,2019-09-10 06:59,4522,26,2,2479
1,0,2019-09-10 07:01,2692,27,2,2479
1,0,2019-09-10 07:02,2645,28,2,2479
1,0,2019-09-10 07:03,3244,29,2,2479
1,0,2019-09-10 07:04,3638,30,2,2479
1,0,2019-09-10 06:26,1757,8,2,2479
1,0,2019-09-10 06:28,2598,9,2,2479
1,0,2019-09-10 11:30,2246,1,1,2479
1,0,2019-09-10 11:32,2424,2,1,2479
1,0,2019-09-09 09:57,3436,13,2,2497
1,0,2019-09-09 10:00,3290,14,2,2497
1,0,-,27086,15,2,2497
1,0,-,2776,16,2,2497
1,0,2019-09-09 10:04,2059,17,2,2497
1,0,2019-09-09 10:07,4494,18,2,2497
1,0,2019-09-09 10:11,2596,19,2,2497
1,0,2019-09-09 10:13,2497,20,2,2497
1,0,2019-09-09 10:14,2500,21,2,2497
1,0,2019-09-09 10:15,27223,22,2,2497
1,0,2019-09-10 11:32,2096,3,1,2479
1,0,2019-09-10 11:34,20878,4,1,2479
1,0,2019-09-10 11:36,2278,5,1,2479
1,0,2019-09-10 11:39,1672,6,1,2479
1,0,2019-09-10 10:27,3465,33,2,2479
1,0,2019-09-10 10:30,3285,34,2,2479
1,0,2019-09-09 10:16,2668,23,2,2497
1,0,2019-09-09 10:18,20615,24,2,2497
1,0,2019-09-09 10:20,2508,25,2,2497
1,0,2019-09-09 10:22,4522,26,2,2497
1,0,2019-09-09 10:25,2692,27,2,2497
1,0,2019-09-09 10:26,2645,28,2,2497
1,0,2019-09-09 10:28,3244,29,2,2497
1,0,2019-09-09 10:29,3638,30,2,2497
1,0,2019-09-09 10:31,2662,31,2,2497
1,0,2019-09-09 10:32,2875,32,2,2497
1,0,2019-09-09 10:34,3465,33,2,2497
1,0,2019-09-09 10:37,3285,34,2,2497
1,0,2019-09-09 10:38,3605,35,2,2497
1,0,2019-09-09 10:40,24237,36,2,2497
1,0,2019-09-09 10:41,22165,37,2,2497
1,0,2019-09-10 11:40,4489,7,1,2479
1,0,2019-09-10 10:31,3605,35,2,2479
1,0,2019-09-10 10:33,24237,36,2,2479
1,0,2019-09-10 10:34,22165,37,2,2479
1,0,2019-09-09 09:27,3294,1,2,2497
1,0,2019-09-09 09:29,4492,2,2,2497
1,0,2019-09-09 09:35,1574,3,2,2497
1,0,2019-09-09 09:37,3348,4,2,2497
1,0,2019-09-09 09:41,2394,5,2,2497
1,0,2019-09-09 09:42,4493,6,2,2497
1,0,2019-09-09 09:43,3275,7,2,2497
1,0,2019-09-09 09:46,1757,8,2,2497
1,0,2019-09-09 09:48,2598,9,2,2497
1,0,2019-09-09 09:49,3446,10,2,2497
1,0,2019-09-09 09:53,3296,11,2,2497
1,0,2019-09-09 09:54,2965,12,2,2497
1,0,-,27086,15,2,2479
1,0,2019-09-10 06:50,2500,21,2,2479
1,0,-,2776,16,2,2479
1,0,2019-09-10 06:42,2059,17,2,2479
1,0,2019-09-10 06:52,27223,22,2,2479
1,0,2019-09-10 06:52,2668,23,2,2479
1,0,2019-09-10 06:29,3446,10,2,2479
1,0,2019-09-10 06:31,3296,11,2,2479
1,0,2019-09-10 06:44,4494,18,2,2479
1,0,2019-09-10 06:48,2596,19,2,2479
1,0,2019-09-10 06:50,2497,20,2,2479
1,0,2019-09-10 06:55,20615,24,2,2479
1,0,2019-09-10 06:57,2508,25,2,2479
1,0,2019-09-10 06:34,2965,12,2,2479
1,0,2019-09-10 06:36,3436,13,2,2479
1,0,2019-09-10 06:38,3290,14,2,2479
1,0,2019-09-10 11:50,2246,1,1,2282
1,0,2019-09-10 12:58,4493,6,2,2479
1,0,2019-09-10 13:00,3275,7,2,2479
1,0,2019-09-10 13:03,1757,8,2,2479
1,0,2019-09-10 13:32,2596,19,2,2479
1,0,2019-09-10 13:34,2497,20,2,2479
1,0,2019-09-10 13:35,2500,21,2,2479
1,0,2019-09-10 12:51,4492,2,2,2479
1,0,2019-09-10 05:57,2781,29,1,2479
1,0,2019-09-10 13:14,2965,12,2,2479
1,0,2019-09-10 13:16,3436,13,2,2479
1,0,2019-09-10 13:18,3290,14,2,2479
1,0,2019-09-10 13:20,27086,15,2,2479
1,0,2019-09-09 05:41,3248,17,1,2497
1,0,2019-09-09 05:44,1569,18,1,2497
1,0,2019-09-09 05:49,2254,19,1,2497
1,0,2019-09-09 05:51,1775,20,1,2497
1,0,2019-09-09 05:53,2106,21,1,2497
1,0,-,2264,22,1,2497
1,0,-,1391,23,1,2497
1,0,2019-09-09 05:59,18086,24,1,2497
1,0,2019-09-09 06:00,4491,25,1,2497
1,0,2019-09-09 06:02,2087,26,1,2497
1,0,2019-09-09 06:04,2312,27,1,2497
1,0,2019-09-09 06:06,2162,28,1,2497
1,0,2019-09-09 06:08,2781,29,1,2497
1,0,2019-09-09 06:10,4056,30,1,2497
1,0,2019-09-09 06:13,3950,31,1,2497
1,0,2019-09-10 08:40,1286,15,1,2479
1,0,2019-09-10 08:43,1329,16,1,2479
1,0,2019-09-10 08:47,3248,17,1,2479
1,0,2019-09-10 08:48,1569,18,1,2479
1,0,2019-09-10 08:55,2254,19,1,2479
1,0,2019-09-10 08:59,1775,20,1,2479
1,0,2019-09-10 09:58,27086,15,2,2479
1,0,2019-09-10 10:00,2776,16,2,2479
1,0,2019-09-10 10:01,2059,17,2,2479
1,0,2019-09-10 10:04,4494,18,2,2479
1,0,2019-09-10 10:07,2596,19,2,2479
1,0,2019-09-10 10:10,2497,20,2,2479
1,0,2019-09-10 10:11,2500,21,2,2479
1,0,2019-09-10 10:19,2692,27,2,2479
1,0,2019-09-10 10:20,2645,28,2,2479
1,0,2019-09-10 10:22,3244,29,2,2479
1,0,2019-09-10 10:23,3638,30,2,2479
1,0,2019-09-10 10:24,2662,31,2,2479
1,0,2019-09-10 10:25,2875,32,2,2479
1,0,2019-09-10 06:16,3294,1,2,2479
1,0,2019-09-10 06:18,4492,2,2,2479
1,0,2019-09-10 10:11,27223,22,2,2479
1,0,2019-09-10 10:12,2668,23,2,2479
1,0,2019-09-10 06:20,1574,3,2,2479
1,0,2019-09-10 06:21,3348,4,2,2479
1,0,-,20615,24,2,2479
1,0,2019-09-10 10:15,2508,25,2,2479
1,0,2019-09-10 10:17,4522,26,2,2479
1,0,2019-09-10 06:22,2394,5,2,2479
1,0,2019-09-10 06:23,4493,6,2,2479
1,0,2019-09-10 06:24,3275,7,2,2479
1,0,-,2598,9,2,2479
1,0,2019-09-10 05:37,1569,18,1,2479
1,0,2019-09-10 05:47,19097,23,1,2479
1,0,2019-09-10 05:50,18086,24,1,2479
1,0,2019-09-10 05:51,4491,25,1,2479
1,0,2019-09-10 05:59,4056,30,1,2479
1,0,2019-09-10 06:14,3950,31,1,2479
1,0,2019-09-09 05:12,2246,1,1,2497
1,0,2019-09-10 05:28,27114,13,1,2479
1,0,2019-09-10 05:29,27115,14,1,2479
1,0,2019-09-10 05:30,1286,15,1,2479
1,0,2019-09-10 05:41,2254,19,1,2479
1,0,2019-09-10 05:43,1775,20,1,2479
1,0,2019-09-10 05:45,2106,21,1,2479
1,0,2019-09-10 05:52,2087,26,1,2479
1,0,2019-09-10 05:54,2312,27,1,2479
1,0,2019-09-09 05:14,2424,2,1,2497
1,0,2019-09-09 05:15,2096,3,1,2497
1,0,2019-09-09 05:16,20878,4,1,2497
1,0,2019-09-09 05:18,2278,5,1,2497
1,0,2019-09-09 05:20,1672,6,1,2497
1,0,2019-09-09 05:22,4489,7,1,2497
1,0,2019-09-09 05:23,2054,8,1,2497
1,0,2019-09-09 05:26,4490,9,1,2497
1,0,2019-09-09 05:27,1434,10,1,2497
1,0,2019-09-09 05:28,24986,11,1,2497
1,0,2019-09-09 05:30,2514,12,1,2497
1,0,2019-09-09 05:33,27114,13,1,2497
1,0,2019-09-09 05:34,27115,14,1,2497
1,0,2019-09-09 05:36,1286,15,1,2497
1,0,2019-09-09 05:39,1329,16,1,2497
1,0,2019-09-10 05:32,1329,16,1,2479
1,0,2019-09-10 05:35,3248,17,1,2479
1,0,-,19096,22,1,2479
1,0,2019-09-10 05:55,2162,28,1,2479
1,0,2019-09-10 08:15,2096,3,1,2479
